,average_time_per_episode,total_training_time,average_reward_obtained_test,lr_decay
0,0.0010038200616836548,20.076401233673096,-101.132,0.8
1,0.001027339220046997,20.54678440093994,-99.736,0.95
2,0.0010530315399169923,21.060630798339844,-67.315,0.99
3,0.0010549294590950012,21.098589181900024,-36.691,1.0
