,average_time_per_episode,total_training_time,average_reward_obtained_test,learning_rate
0,0.0009518975615501404,19.037951231002808,-80.399,0.01
1,0.0009675714492797851,19.351428985595703,-19.814,0.1
2,0.0010977635741233826,21.95527148246765,-31.606,0.25
3,0.0010153327941894532,20.306655883789062,-67.192,0.5
