,average_time_per_episode,total_training_time,average_reward_obtained_test,gamma
0,0.0009879490852355956,19.758981704711914,-33.902,0.5
1,0.0009817708373069762,19.635416746139526,-29.488,0.7
2,0.0009981823205947875,19.963646411895752,-32.761,0.9
